ts,sym,rule,side,trig,off,tp,sl,entry,exit,status,ret,fee,funding,hold_h,touched,recovered,pnl1x,pnl2x,queue_vol,f1,tbsi
2026-09-01 21:32:53,SOLUSDC,adapt_l,long,0.1843,0.1843,0.6144,0.3840,101.4027,102.0258,tp,0.614,0.000,-0.00052,0.43,1,1,0.6149,1.2299,6706.8575,1,
2026-09-01 21:32:58,BNBUSDC,adapt_l,long,0.0885,0.0885,0.2950,0.1844,685.2230,687.2445,tp,0.295,0.000,0.00008,0.43,1,1,0.2949,0.5899,30.4725,1,
2026-09-01 21:32:59,XRPUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,1.3671,1.3712,stop,-0.300,0.040,-0.00012,0.10,1,1,-0.3399,-0.6798,259231.0500,1,
2026-09-01 21:33:00,LINKUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,11.3947,11.4289,stop,-0.300,0.040,-0.00048,0.38,1,1,-0.3395,-0.6790,4201.4325,1,
2026-09-01 21:33:32,ARBUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1109,0.1113,stop,-0.300,0.040,-0.00004,0.03,1,1,-0.3400,-0.6799,179527.8750,1,
2026-09-01 21:35:03,CRVUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3666,0.3648,tp,0.500,0.000,-0.00015,0.12,1,1,0.5002,1.0003,20475.0500,1,
2026-09-01 21:35:56,NEARUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,1.9840,1.9899,stop,-0.300,0.040,-0.00018,0.15,1,1,-0.3398,-0.6796,10029.8333,1,
2026-09-01 21:35:57,NEARUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,1.9788,1.9887,stop,-0.500,0.040,-0.00045,0.36,1,1,-0.5395,-1.0791,37102.0769,1,
2026-09-01 21:37:18,LINKUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,11.4289,11.3603,tp,0.600,0.000,-0.00009,0.07,1,1,0.6001,1.2002,5818.0405,1,
2026-09-01 21:38:04,ARBUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1112,0.1107,tp,0.500,0.000,-0.00003,0.02,1,1,0.5000,1.0001,188973.2000,1,
2026-09-01 21:38:05,ARBUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.1113,0.1106,tp,0.600,0.000,-0.00009,0.07,1,1,0.6001,1.2002,153759.1000,1,
2026-09-01 21:38:52,BTCUSDC,adapt_s,short,0.1235,0.1235,0.4117,0.2573,77882.2813,77561.6147,tp,0.412,0.000,-0.00002,0.13,1,1,0.4117,0.8235,3.3061,1,
2026-09-01 21:39:01,DOGEUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.0827,0.0822,tp,0.500,0.000,-0.00013,0.10,1,1,0.5001,1.0003,2215844.8750,1,
2026-09-01 21:39:04,BNBUSDC,adapt_s,short,0.0908,0.0908,0.3026,0.1891,686.7728,684.6949,tp,0.303,0.000,-0.00002,0.13,1,1,0.3026,0.6052,57.6893,1,
2026-09-01 21:39:06,XRPUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,1.3712,1.3630,tp,0.600,0.000,-0.00013,0.10,1,1,0.6001,1.2003,271743.2812,1,
2026-09-01 21:39:44,ORDIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,3.9288,3.9092,tp,0.500,0.000,-0.00008,0.13,1,1,0.5001,1.0002,614.4600,1,
2026-09-01 21:39:47,WLDUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3680,0.3669,stop,-0.300,0.040,0.00000,0.00,1,1,-0.3400,-0.6800,22838.3750,1,
2026-09-01 21:39:49,WLDUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.3695,0.3673,tp,0.600,0.000,-0.00020,0.20,1,1,0.6002,1.2004,75931.9971,1,
2026-09-01 21:40:07,ETHFIUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.5634,0.5600,tp,0.600,0.000,-0.00008,0.13,1,1,0.6001,1.2002,21229.4412,1,
2026-09-01 21:40:39,ETHUSDC,adapt_s,short,0.1405,0.1405,0.4682,0.2926,2443.7074,2432.2667,tp,0.468,0.000,0.00003,0.16,1,1,0.4681,0.9363,53.3515,1,
2026-09-01 21:40:41,SOLUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,101.9435,101.4338,tp,0.500,0.000,0.00020,0.16,1,1,0.4998,0.9996,10721.7750,1,
2026-09-01 21:40:45,DOGEUSDC,adapt_s,short,0.1845,0.1845,0.6149,0.3843,0.0826,0.0821,tp,0.615,0.000,-0.00016,0.13,1,1,0.6150,1.2301,2173124.8125,1,
2026-09-01 21:41:27,TRUMPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,2.3533,2.3462,stop,-0.300,0.040,0.00000,0.00,1,1,-0.3400,-0.6800,10129.8450,1,
2026-09-01 21:41:29,TRUMPUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,2.3668,2.3526,tp,0.600,0.000,-0.00010,0.16,1,1,0.6001,1.2002,60185.7395,1,
2026-09-01 21:41:40,CRVUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3635,0.3624,stop,-0.300,0.040,0.00004,0.03,1,1,-0.3400,-0.6801,87134.6500,1,
2026-09-01 21:41:49,KAITOUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.3017,0.2999,tp,0.600,0.000,0.00011,0.16,1,1,0.5999,1.1998,69589.0529,1,
2026-09-01 21:42:24,SOLUSDC,adapt_s,short,0.1881,0.1881,0.6271,0.3919,101.9314,101.2922,tp,0.627,0.000,0.00024,0.19,1,1,0.6268,1.2537,10392.7913,1,
2026-09-01 21:42:33,LINKUSDC,adapt_s,short,0.2381,0.2381,0.7936,0.4960,11.3991,11.3086,tp,0.794,0.000,-0.00068,0.54,1,1,0.7943,1.5885,5195.0475,1,
2026-09-01 21:42:36,ADAUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.1972,0.1966,stop,-0.300,0.040,0.00002,0.06,1,1,-0.3400,-0.6800,56951.8500,1,
2026-09-01 21:42:42,LTCUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,49.1914,49.0438,stop,-0.300,0.040,-0.00003,0.13,1,1,-0.3400,-0.6799,808.9855,1,
2026-09-01 21:42:45,UNIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,5.7165,5.6994,stop,-0.300,0.040,0.00011,0.09,1,1,-0.3401,-0.6802,14737.6667,1,
2026-09-01 21:42:51,NEARUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,1.9740,1.9681,stop,-0.300,0.040,0.00007,0.06,1,1,-0.3401,-0.6801,15249.0000,1,
2026-09-01 21:42:58,TIAUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3458,0.3448,stop,-0.300,0.040,-0.00007,0.06,1,1,-0.3399,-0.6799,4629.0000,1,
2026-09-01 21:43:15,ORDIUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,3.9329,3.9015,tp,0.800,0.000,-0.00012,0.19,1,1,0.8001,1.6002,7756.1182,1,
2026-09-01 21:43:23,TRUMPUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,2.3462,2.3603,tp,0.600,0.000,0.00002,0.03,1,1,0.6000,1.2000,34370.2800,1,
2026-09-01 21:43:34,BOMEUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0009,0.0009,tp,0.500,0.000,0.00000,0.00,1,1,0.5000,1.0000,16286584.0000,1,
2026-09-01 21:43:38,CRVUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.3624,0.3646,tp,0.600,0.000,0.00004,0.03,1,1,0.6000,1.1999,102627.5462,1,
2026-09-01 21:44:20,BTCUSDC,adapt_l,long,0.1219,0.1219,0.4064,0.2540,77583.4019,77898.6775,tp,0.406,0.000,0.00002,0.12,1,1,0.4064,0.8127,3.4038,1,
2026-09-01 21:44:24,SOLUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,101.3369,101.8436,tp,0.500,0.000,-0.00004,0.03,1,1,0.5000,1.0001,8065.5667,1,
2026-09-01 21:44:33,ADAUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.1966,0.1978,tp,0.600,0.000,0.00001,0.03,1,1,0.6000,1.2000,439737.2500,1,
2026-09-01 21:44:45,NEARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,1.9681,1.9799,tp,0.600,0.000,0.00004,0.03,1,1,0.6000,1.1999,28641.6667,1,
2026-09-01 21:44:50,TIAUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.3448,0.3468,tp,0.600,0.000,-0.00004,0.03,1,1,0.6000,1.2001,18277.7500,1,
2026-09-01 21:45:02,WIFUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.1992,0.2002,tp,0.500,0.000,0.00002,0.03,1,1,0.5000,1.0000,17768.7667,1,
2026-09-01 21:45:11,TRUMPUSDC,adapt_l,long,0.2801,0.2801,0.9337,0.5835,2.3514,2.3733,tp,0.934,0.000,0.00004,0.06,1,1,0.9336,1.8673,16372.8250,1,
2026-09-01 21:45:22,CRVUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3651,0.3662,stop,-0.300,0.040,-0.00000,0.00,1,1,-0.3400,-0.6800,7190.8000,1,
2026-09-01 21:45:26,ETHFIUSDC,adapt_l,long,0.4839,0.4839,1.6129,1.0081,0.5604,0.5635,timeout,0.558,0.040,0.00051,0.81,1,1,0.5171,1.0342,12875.8864,1,
2026-09-01 21:46:35,FILUSDC,adapt_l,long,0.3468,0.3468,1.1559,0.7224,0.6913,0.6993,tp,1.156,0.000,0.00074,0.65,1,1,1.1551,2.3103,69791.8154,1,
2026-09-01 21:47:15,WLFIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0565,0.0567,timeout,0.361,0.040,0.00051,0.82,1,1,0.3205,0.6409,445075.3333,1,
2026-09-01 21:47:42,ETHUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,2431.1380,2443.2937,tp,0.500,0.000,-0.00002,0.09,1,1,0.5000,1.0000,95.4483,1,
2026-09-01 21:47:42,ETHUSDC,adapt_l,long,0.1384,0.1384,0.4613,0.2883,2432.6387,2443.8608,tp,0.461,0.000,-0.00003,0.15,1,1,0.4613,0.9227,46.8135,1,
2026-09-01 21:47:49,DOGEUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0822,0.0826,tp,0.500,0.000,0.00018,0.15,1,1,0.4998,0.9996,815106.5000,1,
2026-09-01 21:47:52,BNBUSDC,adapt_l,long,0.0875,0.0875,0.2916,0.1823,684.9403,686.9376,tp,0.292,0.000,0.00003,0.15,1,1,0.2916,0.5832,8.6450,1,
2026-09-01 21:47:54,XRPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,1.3640,1.3708,tp,0.500,0.000,0.00018,0.15,1,1,0.4998,0.9996,79116.9000,1,
2026-09-01 21:47:55,XRPUSDC,adapt_l,long,0.2055,0.2055,0.6850,0.4282,1.3639,1.3732,tp,0.685,0.000,0.00018,0.15,1,1,0.6849,1.3697,125053.3000,1,
2026-09-01 21:47:55,XRPUSDC,adapt_s,short,0.2072,0.2072,0.6907,0.4317,1.3672,1.3731,stop,-0.432,0.040,-0.00043,0.35,1,1,-0.4713,-0.9426,254915.4167,1,
2026-09-01 21:47:57,LINKUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,11.3303,11.3869,tp,0.500,0.000,0.00015,0.12,1,1,0.4999,0.9997,1910.3867,1,
2026-09-01 21:48:02,ADAUSDC,adapt_l,long,0.2313,0.2313,0.7709,0.4818,0.1971,0.1987,tp,0.771,0.000,0.00004,0.15,1,1,0.7708,1.5417,143747.9000,1,
2026-09-01 21:48:06,AVAXUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,7.2405,7.2767,tp,0.500,0.000,0.00012,0.12,1,1,0.4999,0.9998,4461.1833,1,
2026-09-01 21:48:17,NEARUSDC,adapt_s,short,0.3677,0.3677,1.2256,0.7660,1.9803,1.9954,stop,-0.766,0.040,-0.00061,0.49,1,1,-0.8054,-1.6108,39021.8571,1,
2026-09-01 21:48:24,TIAUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3495,0.3505,stop,-0.300,0.040,0.00000,0.00,1,1,-0.3400,-0.6800,70220.1818,1,
2026-09-01 21:48:25,TIAUSDC,adapt_s,short,0.4054,0.4054,1.3515,0.8447,0.3474,0.3503,stop,-0.845,0.040,0.00051,0.44,1,1,-0.8852,-1.7704,30250.8333,1,
2026-09-01 21:48:38,WIFUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.2008,0.2014,stop,-0.300,0.040,-0.00003,0.06,1,1,-0.3400,-0.6799,67925.1500,1,
2026-09-01 21:48:39,WIFUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.2002,0.2012,stop,-0.500,0.040,-0.00017,0.28,1,1,-0.5398,-1.0797,146440.2229,1,
2026-09-01 21:48:43,ORDIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,3.9092,3.9287,tp,0.500,0.000,0.00009,0.15,1,1,0.4999,0.9998,1490.9000,1,
2026-09-01 21:48:45,ORDIUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,3.9175,3.9371,stop,-0.500,0.040,-0.00026,0.42,1,1,-0.5397,-1.0795,4429.9273,1,
2026-09-01 21:48:47,WLDUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3685,0.3696,stop,-0.300,0.040,-0.00000,0.00,1,1,-0.3400,-0.6800,11681.3000,1,
2026-09-01 21:48:48,WLDUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.3669,0.3691,tp,0.600,0.000,0.00015,0.15,1,1,0.5998,1.1997,60767.0000,1,
2026-09-01 21:48:55,ARBUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.1103,0.1109,tp,0.600,0.000,0.00000,0.00,1,1,0.6000,1.2000,181691.1000,1,
2026-09-01 21:49:00,BIOUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.0260,0.0262,stop,-0.500,0.040,-0.00017,0.28,1,1,-0.5398,-1.0797,425600.0909,1,
2026-09-01 21:49:50,SOLUSDC,adapt_l,long,0.1815,0.1815,0.6049,0.3781,101.4955,102.1094,tp,0.605,0.000,-0.00019,0.15,1,1,0.6051,1.2102,2729.1067,1,
2026-09-01 21:49:54,DOGEUSDC,adapt_l,long,0.1786,0.1786,0.5955,0.3722,0.0822,0.0827,tp,0.595,0.000,0.00023,0.18,1,1,0.5952,1.1904,737219.5000,1,
2026-09-01 21:50:04,ADAUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.1972,0.1988,tp,0.800,0.000,0.00023,0.71,1,1,0.7998,1.5995,589571.2812,1,
2026-09-01 21:50:12,UNIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,5.6994,5.7336,tp,0.600,0.000,0.00016,0.12,1,1,0.5998,1.1997,12425.0000,1,
2026-09-01 21:50:17,NEARUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,1.9960,2.0020,stop,-0.300,0.040,-0.00004,0.04,1,1,-0.3400,-0.6799,14229.5000,1,
2026-09-01 21:50:20,SUIUSDC,adapt_s,short,0.2533,0.2533,0.8443,0.5277,0.7254,0.7293,stop,-0.528,0.040,-0.00082,0.66,1,1,-0.5669,-1.1337,31376.9000,1,
2026-09-01 21:50:39,ORDIUSDC,adapt_l,long,0.2661,0.2661,0.8869,0.5543,3.9066,3.9412,tp,0.887,0.000,0.00010,0.15,1,1,0.8868,1.7737,1471.6333,1,
2026-09-01 21:51:37,BTCUSDC,adapt_s,short,0.1307,0.1307,0.4358,0.2724,77901.9074,78114.0749,stop,-0.272,0.040,-0.00001,0.07,1,1,-0.3123,-0.6247,2.7363,1,
2026-09-01 21:51:44,BNBUSDC,adapt_s,short,0.0942,0.0942,0.3141,0.1963,686.2660,687.6131,stop,-0.196,0.040,-0.00002,0.09,1,1,-0.2363,-0.4726,47.7850,1,
2026-09-01 21:51:49,LINKUSDC,adapt_l,long,0.2386,0.2386,0.7955,0.4972,11.3259,11.4160,tp,0.795,0.000,0.00023,0.18,1,1,0.7953,1.5905,4105.6200,1,
2026-09-01 21:51:54,AVAXUSDC,adapt_l,long,0.2156,0.2156,0.7187,0.4492,7.2384,7.2904,tp,0.719,0.000,0.00082,0.79,1,1,0.7179,1.4358,9267.0938,1,
2026-09-01 21:52:29,ARBUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.1106,0.1103,stop,-0.300,0.040,0.00008,0.07,1,1,-0.3401,-0.6802,168167.9500,1,
2026-09-01 21:52:44,ETHFIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.5651,0.5668,stop,-0.300,0.040,-0.00004,0.07,1,1,-0.3400,-0.6799,13428.9500,1,
2026-09-01 21:54:00,TIAUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.3505,0.3523,stop,-0.500,0.040,0.00010,0.09,1,1,-0.5401,-1.0802,79280.5455,1,
2026-09-01 21:54:33,ARBUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.1101,0.1095,stop,-0.500,0.040,0.00003,0.03,1,1,-0.5400,-1.0801,74933.3500,1,
2026-09-01 21:54:36,BIOUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.0262,0.0260,tp,0.500,0.000,-0.00006,0.09,1,1,0.5001,1.0001,626273.1000,1,
2026-09-01 21:55:25,ETHUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,2435.4018,2440.0100,timeout,0.189,0.040,-0.00019,0.81,1,1,0.1494,0.2988,66.3817,1,
2026-09-01 21:55:50,NEARUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,2.0020,2.0120,stop,-0.500,0.040,-0.00012,0.09,1,1,-0.5399,-1.0798,27722.6667,1,
2026-09-01 21:55:50,NEARUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,1.9978,2.0078,stop,-0.500,0.040,-0.00016,0.13,1,1,-0.5398,-1.0797,103137.2812,1,
2026-09-01 21:55:57,TIAUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.3525,0.3543,stop,-0.500,0.040,0.00003,0.04,1,1,-0.5400,-1.0801,89090.0476,1,
2026-09-01 21:56:04,HBARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0747,0.0747,timeout,0.074,0.040,0.00029,0.81,1,1,0.0336,0.0673,330321.2000,1,
2026-09-01 21:56:19,ARBUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.1096,0.1093,stop,-0.300,0.040,0.00004,0.04,1,1,-0.3400,-0.6801,79536.6000,1,
2026-09-01 21:57:32,NEARUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,2.0030,2.0090,stop,-0.300,0.040,-0.00004,0.03,1,0,-0.3400,-0.6799,9742.0000,1,
2026-09-01 21:58:04,ARBUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.1087,0.1096,tp,0.800,0.000,0.00004,0.03,1,1,0.8000,1.5999,183022.0304,1,
2026-09-01 21:59:31,TIAUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3546,0.3557,stop,-0.300,0.040,0.00005,0.06,1,0,-0.3401,-0.6801,16594.0000,1,
2026-09-01 21:59:39,HBARUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0746,0.0743,stop,-0.300,0.040,0.00012,0.33,1,1,-0.3401,-0.6802,87590.0000,1,
2026-09-01 21:59:40,HBARUSDC,adapt_l,long,0.1940,0.1940,0.6466,0.4041,0.0746,0.0743,stop,-0.404,0.040,0.00012,0.33,1,1,-0.4442,-0.8885,76872.5000,1,
2026-09-01 22:00:12,CRVUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3634,0.3652,tp,0.500,0.000,0.00011,0.09,1,1,0.4999,0.9998,72280.7750,1,
2026-09-01 22:00:17,ETHFIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.5695,0.5712,stop,-0.300,0.040,-0.00000,0.00,1,1,-0.3400,-0.6800,5107.7000,1,
2026-09-01 22:00:18,ETHFIUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.5673,0.5702,stop,-0.500,0.040,-0.00007,0.12,1,1,-0.5399,-1.0799,13524.2167,1,
2026-09-01 22:00:54,SOLUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,102.1940,101.6830,tp,0.500,0.000,0.00024,0.19,1,1,0.4998,0.9995,4499.9050,1,
2026-09-01 22:01:16,UNIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,5.6946,5.6775,stop,-0.300,0.040,0.00011,0.09,1,1,-0.3401,-0.6802,10598.5000,1,
2026-09-01 22:01:30,FILUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.7002,0.7023,stop,-0.300,0.040,-0.00030,0.25,1,1,-0.3397,-0.6794,85093.9484,1,
2026-09-01 22:01:47,TRUMPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,2.3593,2.3711,tp,0.500,0.000,0.00003,0.06,1,1,0.5000,0.9999,23655.6900,1,
2026-09-01 22:02:06,KAITOUSDC,adapt_s,short,0.1945,0.1945,0.6483,0.4052,0.3008,0.3016,timeout,-0.271,0.040,0.00106,0.83,1,1,-0.3124,-0.6248,54247.2200,1,
2026-09-01 22:02:07,NEOUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,2.0431,2.0492,stop,-0.300,0.040,-0.00083,0.66,1,1,-0.3392,-0.6783,545.3479,1,
2026-09-01 22:02:33,BTCUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,77955.8004,78189.6678,stop,-0.300,0.040,-0.00004,0.25,1,1,-0.3400,-0.6799,4.3477,1,
2026-09-01 22:02:35,ETHUSDC,adapt_s,short,0.1422,0.1422,0.4741,0.2963,2442.6995,2449.9378,stop,-0.296,0.040,0.00006,0.25,1,1,-0.3364,-0.6728,33.1013,1,
2026-09-01 22:02:55,ADAUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1990,0.1996,stop,-0.300,0.040,-0.00005,0.21,1,1,-0.3400,-0.6799,1606713.0167,1,
2026-09-01 22:02:58,LTCUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,49.3485,49.4965,stop,-0.300,0.040,0.00007,0.28,1,1,-0.3401,-0.6801,610.4900,1,
2026-09-01 22:02:59,LTCUSDC,adapt_l,long,0.1975,0.1975,0.6584,0.4115,49.1926,49.5165,tp,0.658,0.000,-0.00011,0.47,1,1,0.6585,1.3171,823.0250,1,
2026-09-01 22:02:59,LTCUSDC,adapt_s,short,0.1810,0.1810,0.6033,0.3771,49.3291,49.5151,stop,-0.377,0.040,0.00015,0.65,1,0,-0.4172,-0.8344,250.1440,1,
2026-09-01 22:03:25,WIFUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.2006,0.2016,tp,0.500,0.000,0.00004,0.06,1,1,0.5000,0.9999,12234.1500,1,
2026-09-01 22:03:59,ETHFIUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.5687,0.5716,stop,-0.500,0.040,-0.00007,0.12,1,1,-0.5399,-1.0799,23635.6226,1,
2026-09-01 22:04:04,NEOUSDC,adapt_s,short,0.2361,0.2361,0.7870,0.4919,2.0438,2.0539,stop,-0.492,0.040,-0.00086,0.69,1,1,-0.5310,-1.0620,543.4165,1,
2026-09-01 22:06:59,LTCUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,49.3890,49.6359,stop,-0.500,0.040,0.00018,0.71,1,1,-0.5402,-1.0804,3324.6152,1,
2026-09-01 22:07:25,HBARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0742,0.0747,tp,0.600,0.000,0.00005,0.13,1,1,0.5999,1.1999,107452.0000,1,
2026-09-01 22:08:04,ETHFIUSDC,adapt_s,short,0.4877,0.4877,1.6258,1.0161,0.5673,0.5730,stop,-1.016,0.040,-0.00016,0.25,1,1,-1.0560,-2.1119,13151.2333,1,
2026-09-01 22:08:12,WLFIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0565,0.0568,tp,0.500,0.000,0.00020,0.32,1,1,0.4998,0.9996,267902.5714,1,
2026-09-01 22:08:13,WLFIUSDC,adapt_l,long,0.1800,0.1800,0.6000,0.3750,0.0566,0.0569,tp,0.600,0.000,0.00020,0.32,1,1,0.5998,1.1996,198955.5000,1,
2026-09-01 22:09:08,SUIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.7309,0.7331,stop,-0.300,0.040,-0.00016,0.13,1,1,-0.3398,-0.6797,247453.4514,1,
2026-09-01 22:09:19,FILUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.7006,0.7041,stop,-0.500,0.040,-0.00043,0.35,1,1,-0.5396,-1.0791,82064.4830,1,
2026-09-01 22:09:34,WLDUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.3696,0.3715,stop,-0.500,0.040,-0.00040,0.35,1,1,-0.5396,-1.0792,38071.7333,1,
2026-09-01 22:09:36,TRUMPUSDC,adapt_s,short,0.3213,0.3213,1.0711,0.6695,2.3656,2.3814,stop,-0.669,0.040,-0.00034,0.65,1,1,-0.7091,-1.4182,58812.6386,1,
2026-09-01 22:09:52,CRVUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3671,0.3682,stop,-0.300,0.040,-0.00016,0.13,1,1,-0.3398,-0.6797,31866.2000,1,
2026-09-01 22:10:02,KAITOUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3017,0.3026,stop,-0.300,0.040,0.00040,0.28,1,1,-0.3404,-0.6808,27485.3000,1,
2026-09-01 22:10:42,XRPUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,1.3765,1.3807,stop,-0.300,0.040,-0.00016,0.13,1,1,-0.3398,-0.6797,211499.7667,1,
2026-09-01 22:10:46,LINKUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,11.4208,11.4551,stop,-0.300,0.040,-0.00017,0.13,1,1,-0.3398,-0.6797,4878.0844,1,
2026-09-01 22:10:58,LTCUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,49.4962,49.7437,stop,-0.500,0.040,0.00003,0.13,1,1,-0.5400,-1.0801,1994.4015,1,
2026-09-01 22:11:02,UNIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,5.6775,5.7115,tp,0.600,0.000,0.00020,0.16,1,1,0.5998,1.1996,14911.0000,1,
2026-09-01 22:11:30,WIFUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.2017,0.2023,stop,-0.300,0.040,-0.00002,0.03,1,1,-0.3400,-0.6800,16039.8800,1,
2026-09-01 22:11:38,WLDUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3708,0.3720,stop,-0.300,0.040,-0.00004,0.03,1,1,-0.3400,-0.6799,40899.5200,1,
2026-09-01 22:11:47,ARBUSDC,adapt_s,short,0.7523,0.7523,2.5078,1.5673,0.1106,0.1109,timeout,-0.339,0.040,-0.00103,0.82,1,1,-0.3776,-0.7552,136463.8667,1,
2026-09-01 22:12:11,KAITOUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.3016,0.3016,timeout,-0.005,0.040,0.00123,0.80,1,1,-0.0459,-0.0917,61743.6813,1,
